Vloz;1;3100
Vloz;2;1400
Vloz;3;1200
Vloz;4;7200
Vloz;5;1100
Vloz;6;1000
Vloz;7;2300
Vloz;8;800
Vloz;9;6600
Vloz;10;1100
Vloz;11;1300
Vloz;12;7900
Vloz;13;1600
Vloz;14;1400
Vloz;15;7100
Vloz;16;2700
Vloz;17;3500
Vloz;18;5600
Vloz;19;2000
Vloz;20;1100
Vloz;21;1000
Vloz;22;7400
Vloz;23;2900
Vloz;24;3700
Vloz;25;8700
Vloz;26;4300
Vloz;27;1900
Vloz;28;6000
Vloz;29;7500
Vloz;30;2800
Spristupni;30;100
Vloz;31;2000
Vloz;32;4300
Vloz;33;3000
Vloz;34;21200
Vloz;35;2200
Vloz;36;10100
Vloz;37;12400
Vloz;38;8300
Vloz;39;12300
Vloz;40;13700
Vloz;41;16000
Vloz;42;4700
Vloz;43;4900
Vloz;44;2900
Vloz;45;6200
Vloz;46;2800
Vloz;47;4900
Vloz;48;15000
Vloz;49;8000
Vloz;50;3800
Vloz;51;5700
Spristupni;51;0
Vloz;52;14800
Vloz;53;5400
Vloz;54;3000
Vloz;55;3800
Vloz;56;2100
Vloz;57;19100
Vloz;58;2600
Vloz;59;5700
Vloz;60;800
Vloz;61;900
Vloz;62;4300
Vloz;63;1500
Vloz;64;800
Vloz;65;1000
Vloz;66;2500
Vloz;67;800
Vloz;68;1500
Vloz;69;2100
Vloz;70;2200
Vloz;71;4200
Vloz;72;2300
Vloz;73;4000
Vloz;74;2700
Vloz;75;1900
Vloz;76;1800
Vloz;77;1700
Vloz;78;800
Vloz;79;12600
Vloz;80;8000
Vloz;81;1500
Vloz;82;2200
Vloz;83;1900
Vloz;84;1600
Vloz;85;3000
Vloz;86;1300
Vloz;87;3400
Vloz;88;2100
Vloz;89;1900
Vloz;90;700
Vloz;91;900
Vloz;92;1500
Vloz;93;1000
Vloz;94;1500
Vloz;95;2700
Vloz;96;15300
Vloz;97;5100
Vloz;98;1400
Vloz;99;7000
Vloz;100;2700
Vloz;101;1500
Vloz;102;3200
Vloz;103;2900
Vloz;104;3300
Vloz;105;6600
Vloz;106;4300
Vloz;107;1300
Spristupni;107;0
Vloz;108;2200
Vloz;109;3000
Vloz;110;1000
Vloz;111;1100
Vloz;112;4000
Vloz;113;4300
Vloz;114;10300
Vloz;115;1600
Vloz;116;1100
Vloz;117;4400
Vloz;118;3800
Vloz;119;2300
Vloz;120;5000
Vloz;121;9800
Vloz;122;5800
Vloz;123;3200
Vloz;124;3600
Vloz;125;5700
Vloz;126;1600
Vloz;127;2200
Vloz;128;1600
Vloz;129;3300
Vloz;130;2300
Vloz;131;700
Vloz;132;10400
Vloz;133;8700
Vloz;134;1700
Vloz;135;1000
Vloz;136;3400
Vloz;137;800
Vloz;138;1400
Vloz;139;1200
Vloz;140;4900
Vloz;141;2900
Vloz;142;3500
Vloz;143;1000
Vloz;144;1300
Vloz;145;2900
Vloz;146;1300
Vloz;147;2000
Vloz;148;2200
Vloz;149;57800
Vloz;150;900
Vloz;151;1300
Vloz;152;2600
Vloz;153;2200
Vloz;154;1700
Vloz;155;1200
Vloz;156;1700
Vloz;157;8400
Vloz;158;15400
Vloz;159;1100
Vloz;160;6700
Vloz;161;2400
Vloz;162;11800
Vloz;163;5900
Vloz;164;2000
Vloz;165;8500
Vloz;166;5900
Vloz;167;7400
Vloz;168;4000
Vloz;169;2800
Vloz;170;2700
Vloz;171;1200
Spristupni;171;0
Vloz;172;2800
